Index,Author Name,Romanized Name,Year,Title,Work Link,Kanji Count,Total Characters,Characters Per Sentence
606,国枝 史郎,Shiro Kunieda,1927,前記天満焼,http://www.aozora.gr.jp/cards/000255/files/43747_18690.html,1514,45451,24
607,国枝 史郎,Shiro Kunieda,1927,南蛮秘話森右近丸,http://www.aozora.gr.jp/cards/000255/files/43722_18059.html,1509,54372,24
608,太宰 治,Osamu Dazai,1947,斜陽,http://www.aozora.gr.jp/cards/000035/files/1565_8559.html,1508,82195,37
609,芥川 竜之介,Ryunosuke Akutagawa,1927,文芸的な、余りに文芸的な,http://www.aozora.gr.jp/cards/000879/files/26_15271.html,1507,46057,33
610,泉 鏡花,Kyoka Izumi,1942,照葉狂言,http://www.aozora.gr.jp/cards/000050/files/4561_50802.html,1506,83191,27
611,宮本 百合子,Yuriko Miyamoto,1931,ズラかった信吉,http://www.aozora.gr.jp/cards/000311/files/1979_6568.html,1505,43225,27
612,蘭 郁二郎,Ikujiro Ran,1936,夢鬼,http://www.aozora.gr.jp/cards/000325/files/2187_40112.html,1505,56565,36
613,海野 十三,Juza Unno,1940,地球要塞,http://www.aozora.gr.jp/cards/000160/files/3239_15747.html,1504,66247,27
614,スティーブンソン ロバート・ルイス,Robert Louis Stevenson,1950,ジーキル博士とハイド氏の怪事件,http://www.aozora.gr.jp/cards/000888/files/33205_26197.html,1502,53771,39
615,江戸川 乱歩,Ranpo Edogawa,1934,黒蜥蜴,http://www.aozora.gr.jp/cards/001779/files/57405_60036.html,1501,81468,32
616,坂口 安吾,Ango Sakaguchi,1947,金銭無情,http://www.aozora.gr.jp/cards/001095/files/42866_35367.html,1501,57162,39
617,梅崎 春生,Haruo Umezaki,1965,幻化,http://www.aozora.gr.jp/cards/001798/files/56634_58211.html,1498,61942,19
618,林 不忘,Fubo Hayashi,1931,安重根,http://www.aozora.gr.jp/cards/000272/files/1805_12060.html,1498,56346,25
619,佐々木 邦,Kuni Sasaki,1927,苦心の学友,http://www.aozora.gr.jp/cards/001750/files/55858_55497.html,1497,175106,18
620,富ノ沢 麟太郎,Rintaro Tominosawa,1911,あめんちあ,http://www.aozora.gr.jp/cards/000282/files/1714_31451.html,1495,39402,31
621,木暮 理太郎,Ritaro Kogure,1923,利根川水源地の山々,http://www.aozora.gr.jp/cards/001373/files/55983_53802.html,1493,43571,47
622,織田 作之助,Sakunosuke Oda,1946,それでも私は行く,http://www.aozora.gr.jp/cards/000040/files/47287_42544.html,1490,74009,26
623,マン パウル・トーマス,Paul Thomas Mann,1939,ヴェニスに死す,http://www.aozora.gr.jp/cards/001758/files/55891_56986.html,1490,63713,49
624,堀 辰雄,Tatsuo Hori,1934,菜穂子,http://www.aozora.gr.jp/cards/001030/files/4805_14353.html,1487,77848,49
625,桑原 隲蔵,Jitsuzo Kuwabara,1935,支那の古代法律,http://www.aozora.gr.jp/cards/000372/files/44908_47986.html,1485,60270,48
626,大杉 栄,Sakae Osugi,1970,獄中消息,http://www.aozora.gr.jp/cards/000169/files/4962_15425.html,1484,42718,31
627,三遊亭 円朝,Encho San'yutei,1927,西洋人情話　英国孝子ジョージスミス之伝,http://www.aozora.gr.jp/cards/000989/files/1490.html,1484,55793,106
628,牧野 信一,Shin'ichi Makino,1925,鏡地獄,http://www.aozora.gr.jp/cards/000183/files/45425_39359.html,1483,39155,32
629,石川 欣一,Kinichi Ishikawa,1946,比島投降記,http://www.aozora.gr.jp/cards/001380/files/50475_60898.html,1483,50023,45
630,片岡 義男,Yoshio Kataoka,1998,波乗りの島,http://www.aozora.gr.jp/cards/001506/files/52459_41944.html,1482,114219,30
631,小林 多喜二,Takiji Kobayashi,1929,蟹工船,http://www.aozora.gr.jp/cards/000156/files/1465_16805.html,1482,63133,28
632,ロラン ロマン,Romain Rolland,1938,ベートーヴェンの生涯,http://www.aozora.gr.jp/cards/001093/files/54931_47579.html,1482,48206,42
633,坂口 安吾,Ango Sakaguchi,1949,復員殺人事件,http://www.aozora.gr.jp/cards/001095/files/43163_59485.html,1479,72459,28
634,藤野 古白,Kohaku Fujino,1895,人柱築島由来,http://www.aozora.gr.jp/cards/001885/files/58012_60267.html,1478,56015,28
635,島崎 藤村,Toson Shimazaki,1912,幼き日,http://www.aozora.gr.jp/cards/000158/files/4855_16309.html,1477,41172,40
636,片岡 義男,Yoshio Kataoka,2000,ラハイナまで来た理由,http://www.aozora.gr.jp/cards/001506/files/51367_38656.html,1477,88792,30
637,小林 多喜二,Takiji Kobayashi,1930,工場細胞,http://www.aozora.gr.jp/cards/000156/files/1466_25186.html,1476,55976,27
638,トルストイ レオ,Lev Tolstoi,1913,パアテル・セルギウス,http://www.aozora.gr.jp/cards/000361/files/2067_23124.html,1475,47295,27
639,加藤 道夫,Michio Kato,1946,なよたけ,http://www.aozora.gr.jp/cards/001240/files/46361_25175.html,1474,112227,23
640,夢野 久作,Kyusaku Yumeno,1929,押絵の奇蹟,http://www.aozora.gr.jp/cards/000096/files/930_21997.html,1473,53960,60
641,直木 三十五,Sanjugo Naoki,1933,死までを語る,http://www.aozora.gr.jp/cards/000216/files/1725_26171.html,1473,33610,40
642,永井 隆,Takashi Nagai,1948,この子を残して,http://www.aozora.gr.jp/cards/000924/files/49192_39848.html,1471,74969,33
643,ルナール ジュール,Jules Renard,1954,博物誌,http://www.aozora.gr.jp/cards/001156/files/43603_48251.html,1471,55755,29
644,坂口 安吾,Ango Sakaguchi,1949,現代忍術伝,http://www.aozora.gr.jp/cards/001095/files/43162_37048.html,1470,56683,25
645,佐藤 紅緑,Koroku Sato,1931,少年連盟,http://www.aozora.gr.jp/cards/000575/files/46488_29608.html,1469,124593,33
646,中里 介山,Kaizan Nakazato,1915,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/3228_15105.html,1469,56987,39
647,森田 草平,Sohei Morita,1929,四十八人目,http://www.aozora.gr.jp/cards/000826/files/42756_24581.html,1467,62442,37
648,宮本 百合子,Yuriko Miyamoto,1980,日記,http://www.aozora.gr.jp/cards/000311/files/46246_57502.html,1466,57870,26
649,井上 円了,Enryo Inoue,1889,欧米各国　政教日記,http://www.aozora.gr.jp/cards/001021/files/50117_48691.html,1460,72694,41
650,倉田 百三,Hyakuzo Kurata,1916,出家とその弟子,http://www.aozora.gr.jp/cards/000256/files/1412_24371.html,1457,157169,21
651,宮本 百合子,Yuriko Miyamoto,1951,お久美さんと其の周囲,http://www.aozora.gr.jp/cards/000311/files/7911_31539.html,1457,66509,42
652,芥川 竜之介,Ryunosuke Akutagawa,1918,邪宗門,http://www.aozora.gr.jp/cards/000879/files/59_14480.html,1457,57523,55
653,野村 胡堂,Kodo Nomura,1953,銭形平次捕物控,http://www.aozora.gr.jp/cards/001670/files/54696_52045.html,1456,61909,32
654,チェーホフ アントン,Anton Chekhov,1960,妻,http://www.aozora.gr.jp/cards/001155/files/51736_41575.html,1453,39209,40
655,戸坂 潤,Jun Tosaka,1936,現代唯物論講話,http://www.aozora.gr.jp/cards/000281/files/3598_47666.html,1450,196891,58
656,愛知 敬一,Keiichi Aichi,1923,ファラデーの伝,http://www.aozora.gr.jp/cards/001234/files/46340_24939.html,1450,82339,39
657,海野 十三,Juza Unno,1992,少年探偵長,http://www.aozora.gr.jp/cards/000160/files/2615_23959.html,1450,106440,30
658,種田 山頭火,Santoka Taneda,1987,其中日記,http://www.aozora.gr.jp/cards/000146/files/48509_35643.html,1449,48859,35
659,芥川 竜之介,Ryunosuke Akutagawa,1920,素戔嗚尊,http://www.aozora.gr.jp/cards/000879/files/153_15205.html,1449,64502,34
660,片岡 義男,Yoshio Kataoka,1971,エルヴィスから始まった,http://www.aozora.gr.jp/cards/001506/files/56823_53807.html,1449,134895,48
661,カフカ フランツ,Franz Kafka,1960,城,http://www.aozora.gr.jp/cards/001235/files/49862_45839.html,1449,254428,41
662,三好 十郎,Juro Miyoshi,1955,樹氷,http://www.aozora.gr.jp/cards/001311/files/49855_39253.html,1446,111096,30
663,海野 十三,Juza Unno,1947,地獄の使者,http://www.aozora.gr.jp/cards/000160/files/3052_20670.html,1445,57489,30
664,久米 正雄,Masao Kume,1948,受験生の手記,http://www.aozora.gr.jp/cards/001151/files/52934_45453.html,1445,34289,23
665,ドロステ＝ヒュルスホフ アネッテ・フォン,Annette von Droste-Hülshoff,1953,ユダヤ人のブナの木,http://www.aozora.gr.jp/cards/001900/files/58088_60660.html,1435,44637,32
666,岡本 綺堂,Kido Okamoto,1993,箕輪心中,http://www.aozora.gr.jp/cards/000082/files/477_33088.html,1431,43078,36
667,三遊亭 円朝,Encho San'yutei,1926,政談月の鏡,http://www.aozora.gr.jp/cards/000989/files/353_59109.html,1431,85547,84
668,千家 元麿,Motomaro Senge,1918,自分は見た,http://www.aozora.gr.jp/cards/000617/files/48569_33319.html,1431,45923,16
669,海野 十三,Juza Unno,1992,海底都市,http://www.aozora.gr.jp/cards/000160/files/2659_23879.html,1431,80676,28
670,横光 利一,Riichi Yokomitsu,1923,日輪,http://www.aozora.gr.jp/cards/000168/files/4252_35181.html,1427,66725,26
671,片岡 義男,Yoshio Kataoka,2005,物のかたちのバラッド,http://www.aozora.gr.jp/cards/001506/files/55152_47972.html,1427,86073,25
672,宮沢 賢治,Kenji Miyazawa,1986,『春と修羅』,http://www.aozora.gr.jp/cards/000081/files/1058_15403.html,1425,60058,14
673,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4059_15113.html,1424,55005,48
674,バーネット フランシス・ホジソン・エリザ,Frances Eliza Hodgson Burnett,1927,小公女,http://www.aozora.gr.jp/cards/001045/files/4881_18578.html,1423,99461,29
675,マルサス トマス・ロバート,Thomas Robert Malthus,1949,人口論,http://www.aozora.gr.jp/cards/001149/files/45455_33437.html,1421,156934,69
676,種田 山頭火,Santoka Taneda,1987,其中日記,http://www.aozora.gr.jp/cards/000146/files/49266_37001.html,1421,49743,27
677,三好 十郎,Juro Miyoshi,1950,恐怖の季節,http://www.aozora.gr.jp/cards/001311/files/48363_34007.html,1420,95353,42
678,宮本 百合子,Yuriko Miyamoto,1931,五ヵ年計画とソヴェトの芸術,http://www.aozora.gr.jp/cards/000311/files/2748_7365.html,1419,42918,42
679,夏目 漱石,Soseki Natsume,1971,創作家の態度,http://www.aozora.gr.jp/cards/000148/files/1102_14956.html,1416,61799,48
680,有島 武郎,Takeo Arishima,1918,生まれいずる悩み,http://www.aozora.gr.jp/cards/000025/files/1111_20600.html,1414,50859,43
681,宮本 百合子,Yuriko Miyamoto,1979,獄中への手紙,http://www.aozora.gr.jp/cards/000311/files/33185_15705.html,1413,37739,32
682,海野 十三,Juza Unno,1937,棺桶の花嫁,http://www.aozora.gr.jp/cards/000160/files/3532_37462.html,1412,40277,30
683,レスコーフ ニコライ・セミョーノヴィチ,Nikolai Semyonovich  Leskov,1951,ムツェンスク郡のマクベス夫人,http://www.aozora.gr.jp/cards/001295/files/47207_35646.html,1410,45047,45
684,中井 正一,Masakazu Nakai,1951,美学入門,http://www.aozora.gr.jp/cards/001166/files/43877_56097.html,1410,62685,58
685,野村 胡堂,Kodo Nomura,1953,銭形平次捕物控,http://www.aozora.gr.jp/cards/001670/files/54689_60485.html,1409,56855,34
686,太宰 治,Osamu Dazai,1974,新ハムレット,http://www.aozora.gr.jp/cards/000035/files/1576_8585.html,1406,81977,27
687,山崎 富栄,Tomie Yamazaki,1977,雨の玉川心中,http://www.aozora.gr.jp/cards/001777/files/56258_61595.html,1406,60387,28
688,九鬼 周造,Shuzo Kuki,1930,「いき」の構造,http://www.aozora.gr.jp/cards/000065/files/393_1765.html,1403,53477,45
689,ツルゲーネフ イワン,Ivan Turgenev,1952,はつ恋,http://www.aozora.gr.jp/cards/000005/files/53194_45356.html,1403,95594,35
690,海野 十三,Juza Unno,1945,火星探険,http://www.aozora.gr.jp/cards/000160/files/3049_17914.html,1400,61713,29
691,大杉 栄,Sakae Osugi,1965,日本脱出記,http://www.aozora.gr.jp/cards/000169/files/2582_20705.html,1400,57424,39
692,中里 介山,Kaizan Nakazato,1918,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4058_15112.html,1399,62853,45
693,浜田 青陵,Seiryo Hamada,1928,博物館,http://www.aozora.gr.jp/cards/001054/files/18371_35081.html,1397,312598,70
694,久保田 万太郎,Mantaro Kubota,1928,春泥,http://www.aozora.gr.jp/cards/001692/files/55044_51975.html,1396,69220,26
695,岡本 綺堂,Kido Okamoto,1993,籠釣瓶,http://www.aozora.gr.jp/cards/000082/files/476_33084.html,1396,57413,34
696,徳田 秋声,Shusei Tokuda,1967,新世帯,http://www.aozora.gr.jp/cards/000023/files/1700_43436.html,1395,54151,28
697,宮本 百合子,Yuriko Miyamoto,1980,日記,http://www.aozora.gr.jp/cards/000311/files/46245_55995.html,1395,41085,25
698,喜田 貞吉,Sadakichi Kita,1919,特殊部落の成立沿革を略叙してその解放に及ぶ,http://www.aozora.gr.jp/cards/001344/files/54427_49944.html,1392,46402,55
699,中里 介山,Kaizan Nakazato,1918,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/3334_15109.html,1392,56683,39
700,井上 円了,Enryo Inoue,1904,迷信解,http://www.aozora.gr.jp/cards/001021/files/49373_39852.html,1390,43470,51
701,久生 十蘭,Juran Hisao,1957,肌色の月,http://www.aozora.gr.jp/cards/001224/files/46147_32597.html,1389,39205,33
702,岡本 綺堂,Kido Okamoto,1993,両国の秋,http://www.aozora.gr.jp/cards/000082/files/478_33090.html,1386,55101,35
703,三好 十郎,Juro Miyoshi,1940,浮標,http://www.aozora.gr.jp/cards/001311/files/49776_36893.html,1386,68950,24
704,中里 介山,Kaizan Nakazato,1918,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4057_15111.html,1383,54037,44
705,岸田 国士,Kunio Kishida,1944,火の扉,http://www.aozora.gr.jp/cards/001154/files/43848_49634.html,1383,104547,32
706,夏目 漱石,Soseki Natsume,1971,文芸の哲学的基礎,http://www.aozora.gr.jp/cards/000148/files/755_14963.html,1381,47287,46
707,江戸川 乱歩,Ranpo Edogawa,1926,湖畔亭事件,http://www.aozora.gr.jp/cards/001779/files/58039_61573.html,1380,64408,42
708,夢野 久作,Kyusaku Yumeno,1933,一足お先に,http://www.aozora.gr.jp/cards/000096/files/2111_22259.html,1380,42150,39
709,片岡 義男,Yoshio Kataoka,2001,道順は彼女に訊く,http://www.aozora.gr.jp/cards/001506/files/56796_53241.html,1375,139230,28
710,種田 山頭火,Santoka Taneda,1986,其中日記,http://www.aozora.gr.jp/cards/000146/files/47356_34230.html,1375,34521,50
711,知里 幸恵,Yukie Chiri,1996,手紙,http://www.aozora.gr.jp/cards/000276/files/46482_28582.html,1374,35849,37
712,ドストエフスキー フィヨードル・ミハイロヴィチ,Fedor Mikhailovich Dostoevskii,1912,鱷,http://www.aozora.gr.jp/cards/000363/files/2069_21320.html,1371,41131,27
713,野村 胡堂,Kodo Nomura,1953,銭形平次捕物控,http://www.aozora.gr.jp/cards/001670/files/54638_53804.html,1370,59034,37
714,室生 犀星,Saisei Murou,1959,蜜のあわれ,http://www.aozora.gr.jp/cards/001579/files/53503_62102.html,1370,62479,43
715,高浜 虚子,Kyoshi Takahama,1927,俳句とはどんなものか,http://www.aozora.gr.jp/cards/001310/files/55509_53180.html,1369,49428,56
716,岡本 綺堂,Kido Okamoto,1986,半七捕物帳,http://www.aozora.gr.jp/cards/000082/files/964_15046.html,1366,67515,36
717,黒岩 涙香,Ruiko Kuroiwa,1892,血の文字,http://www.aozora.gr.jp/cards/000179/files/1416_23044.html,1365,73876,706
718,佐左木 俊郎,Toshiro Sasaki,1995,恐怖城,http://www.aozora.gr.jp/cards/000134/files/719_20908.html,1364,71337,27
719,海野 十三,Juza Unno,1938,怪塔王,http://www.aozora.gr.jp/cards/000160/files/3370_25722.html,1361,134129,31
720,片岡 義男,Yoshio Kataoka,1996,東京青年,http://www.aozora.gr.jp/cards/001506/files/56822_57118.html,1360,111786,26
721,田中 貢太郎,Kotaro Tanaka,1934,春心,http://www.aozora.gr.jp/cards/000154/files/52276_47750.html,1356,78064,22
722,リカード デイヴィッド,David Ricardo,1948,経済学及び課税の諸原理,http://www.aozora.gr.jp/cards/001164/files/43670_18988.html,1353,256088,71
723,片岡 義男,Yoshio Kataoka,2002,七月の水玉,http://www.aozora.gr.jp/cards/001506/files/54825_46747.html,1350,82106,27
724,豊島 与志雄,Yoshio Toyoshima,1950,女心の強ければ,http://www.aozora.gr.jp/cards/000906/files/42663_25531.html,1347,34080,26
725,柳田 国男,Kunio Yanagita,1941,こども風土記,http://www.aozora.gr.jp/cards/001566/files/53809_49722.html,1345,59466,56
726,宮本 百合子,Yuriko Miyamoto,1954,農村,http://www.aozora.gr.jp/cards/000311/files/7910_32365.html,1344,42524,44
727,陸 羯南,Katsunan Kuga,1891,近時政論考,http://www.aozora.gr.jp/cards/000253/files/1401_24296.html,1343,38122,67
728,海野 十三,Juza Unno,1934,三人の双生児,http://www.aozora.gr.jp/cards/000160/files/1252_15749.html,1338,38687,35
729,石原 莞爾,Kanji Ishiwara,1986,最終戦争論,http://www.aozora.gr.jp/cards/000230/files/1154_23278.html,1338,40211,47
730,萩原 朔太郎,Sakutaro Hagiwara,1923,青猫,http://www.aozora.gr.jp/cards/000067/files/1768_18738.html,1334,37119,31
731,近松 秋江,Shuko Chikamatsu,1997,別れたる妻に送る手紙,http://www.aozora.gr.jp/cards/000275/files/4713_16330.html,1333,59124,31
732,三木 清,Kiyoshi Miki,1977,語られざる哲学,http://www.aozora.gr.jp/cards/000218/files/1072_22575.html,1333,42527,54
733,戸坂 潤,Jun Tosaka,1935,科学論,http://www.aozora.gr.jp/cards/000281/files/3590_31720.html,1326,112660,58
734,三遊亭 円朝,Encho San'yutei,1927,松と藤芸妓の替紋,http://www.aozora.gr.jp/cards/000989/files/4054_19939.html,1321,67566,60
735,高浜 虚子,Kyoshi Takahama,1913,俳句の作りよう,http://www.aozora.gr.jp/cards/001310/files/55510_51028.html,1319,42931,56
736,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4060_14565.html,1317,47664,39
737,宮本 百合子,Yuriko Miyamoto,1979,日記,http://www.aozora.gr.jp/cards/000311/files/46243_53207.html,1317,40534,28
738,平田 晋策,Shinsaku Hirata,1934,昭和遊撃隊,http://www.aozora.gr.jp/cards/000748/files/46576_40144.html,1314,102215,25
739,片岡 義男,Yoshio Kataoka,1977,彼のオートバイ、彼女の島,http://www.aozora.gr.jp/cards/001506/files/56911_61973.html,1311,111342,24
740,中里 介山,Kaizan Nakazato,1918,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/3335_15110.html,1307,47881,37
741,井上 円了,Enryo Inoue,1891,妖怪学,http://www.aozora.gr.jp/cards/001021/files/49269_50168.html,1307,48538,46
742,室生 犀星,Saisei Murou,1952,或る少女の死まで,http://www.aozora.gr.jp/cards/001579/files/53011_49718.html,1307,33843,26
743,国枝 史郎,Shiro Kunieda,1910,レモンの花の咲く丘へ,http://www.aozora.gr.jp/cards/000255/files/48087_33647.html,1302,62668,27
744,岸田 国士,Kunio Kishida,1948,速水女塾,http://www.aozora.gr.jp/cards/001154/files/46993_44413.html,1299,59333,24
745,堀 辰雄,Tatsuo Hori,1988,大和路・信濃路,http://www.aozora.gr.jp/cards/001030/files/4806_14952.html,1299,53315,50
746,鈴木 三重吉,Miekichi Suzuki,1913,桑の実,http://www.aozora.gr.jp/cards/000107/files/47173_61604.html,1297,86042,34
747,牧野 富太郎,Tomitaro Makino,1949,植物知識,http://www.aozora.gr.jp/cards/001266/files/46821_29301.html,1296,81809,46
748,梅崎 春生,Haruo Umezaki,1947,日の果て,http://www.aozora.gr.jp/cards/001798/files/56636_58243.html,1295,37962,28
749,岩野 泡鳴,Homei Iwano,1970,耽溺,http://www.aozora.gr.jp/cards/000137/files/1207_21584.html,1293,49109,40
750,小林 多喜二,Takiji Kobayashi,1974,党生活者,http://www.aozora.gr.jp/cards/000156/files/833_28260.html,1290,59236,37
751,小林 多喜二,Takiji Kobayashi,1928,一九二八年三月十五日,http://www.aozora.gr.jp/cards/000156/files/49394_33663.html,1290,36416,28
752,ヘミングウェイ アーネスト・ミラー,Ernest Miller Hemingway,,老人と海,http://www.aozora.gr.jp/cards/001847/files/57347_57224.html,1284,45085,23
753,織田 作之助,Sakunosuke Oda,1946,夜の構図,http://www.aozora.gr.jp/cards/000040/files/47289_51221.html,1283,48157,26
754,豊島 与志雄,Yoshio Toyoshima,1920,二つの途,http://www.aozora.gr.jp/cards/000906/files/42405_32976.html,1283,39525,21
755,甲賀 三郎,Saburo Koga,1984,黄鳥の嘆き,http://www.aozora.gr.jp/cards/000260/files/1432_20141.html,1279,35975,38
756,紫式部,Murasaki Shikibu,1971,源氏物語,http://www.aozora.gr.jp/cards/000052/files/5049_14830.html,1278,57966,53
757,海野 十三,Juza Unno,1936,空襲警報,http://www.aozora.gr.jp/cards/000160/files/3530_19259.html,1276,41358,28
758,寺田 寅彦,Torahiko Terada,1931,連句雑俎,http://www.aozora.gr.jp/cards/000042/files/2461_11119.html,1272,35311,65
759,小熊 秀雄,Hideo Oguma,1990,小熊秀雄全集-14,http://www.aozora.gr.jp/cards/000124/files/655_49430.html,1271,54189,48
760,海野 十三,Juza Unno,1940,爆薬の花籠,http://www.aozora.gr.jp/cards/000160/files/3233_23563.html,1267,86467,30
761,織田 作之助,Sakunosuke Oda,1947,夜光虫,http://www.aozora.gr.jp/cards/000040/files/47288_30091.html,1266,51421,26
762,小林 多喜二,Takiji Kobayashi,1953,防雪林,http://www.aozora.gr.jp/cards/000156/files/18368_23834.html,1263,52568,27
763,カーペンター ケニス・Ｊ,Kenneth J. Carpenter,,栄養学小史,http://www.aozora.gr.jp/cards/001841/files/57318_58139.html,1263,56479,50
764,海野 十三,Juza Unno,1991,宇宙戦隊,http://www.aozora.gr.jp/cards/000160/files/3367_13498.html,1262,61460,29
765,宮本 百合子,Yuriko Miyamoto,1980,日記,http://www.aozora.gr.jp/cards/000311/files/46248_58922.html,1262,55228,25
766,佐々木 味津三,Mitsuzo Sasaki,1982,旗本退屈男,http://www.aozora.gr.jp/cards/000111/files/1478_53925.html,1258,38862,29
767,波多野 精一,Seiichi Hatano,1943,時と永遠,http://www.aozora.gr.jp/cards/001011/files/42752_24929.html,1258,95621,51
768,戸坂 潤,Jun Tosaka,1932,イデオロギー概論,http://www.aozora.gr.jp/cards/000281/files/3595_39048.html,1257,135730,57
769,紫式部,Murasaki Shikibu,1971,源氏物語,http://www.aozora.gr.jp/cards/000052/files/5050_14552.html,1255,56228,55
770,西田 幾多郎,Kitaro Nishida,1937,善の研究,http://www.aozora.gr.jp/cards/000182/files/946.html,1252,90780,52
771,三上 義夫,Yoshio Mikami,1922,文化史上より見たる日本の数学,http://www.aozora.gr.jp/cards/001017/files/47341_41295.html,1251,40069,54
772,海野 十三,Juza Unno,1939,太平洋魔城,http://www.aozora.gr.jp/cards/000160/files/3374_23566.html,1251,70693,29
773,坂口 安吾,Ango Sakaguchi,1948,ジロリの女,http://www.aozora.gr.jp/cards/001095/files/42827_26666.html,1251,36952,36
774,片岡 義男,Yoshio Kataoka,1992,夏と少年の短篇,http://www.aozora.gr.jp/cards/001506/files/56182_50816.html,1248,65667,26
775,コロレンコ ウラジミール・ガラクティオノヴィチ,Vladimir Galaktionovick Korolenko,1912,樺太脱獄記,http://www.aozora.gr.jp/cards/000362/files/2068_16713.html,1246,35410,26
776,岸田 国士,Kunio Kishida,1951,あるニュウ・フェイスへの手紙,http://www.aozora.gr.jp/cards/001154/files/44833_47596.html,1245,35350,63
777,海野 十三,Juza Unno,1992,怪星ガン,http://www.aozora.gr.jp/cards/000160/files/2638_23933.html,1243,91443,30
778,寺島 柾史,Masashi Terashima,1937,怪奇人造島,http://www.aozora.gr.jp/cards/001084/files/42294_23835.html,1239,46255,28
779,戸坂 潤,Jun Tosaka,1931,辞典,http://www.aozora.gr.jp/cards/000281/files/3602_38773.html,1233,67282,57
780,三好 十郎,Juro Miyoshi,1989,炎の人――ゴッホ小伝――,http://www.aozora.gr.jp/cards/001311/files/47646_34743.html,1229,85584,26
781,海野 十三,Juza Unno,1948,恐竜島,http://www.aozora.gr.jp/cards/000160/files/2718_23979.html,1221,87423,26
782,チェーホフ アントン,Anton Chekhov,1967,かもめ,http://www.aozora.gr.jp/cards/001155/files/51860_41507.html,1217,63937,25
783,戸坂 潤,Jun Tosaka,1933,技術の哲学,http://www.aozora.gr.jp/cards/000281/files/3591_44720.html,1215,63835,68
784,海野 十三,Juza Unno,,火薬船,http://www.aozora.gr.jp/cards/000160/files/3369_15092.html,1214,55513,29
785,海野 十三,Juza Unno,1946,四次元漂流,http://www.aozora.gr.jp/cards/000160/files/3358_17545.html,1212,54150,30
786,紫式部,Murasaki Shikibu,1972,源氏物語,http://www.aozora.gr.jp/cards/000052/files/5066_16261.html,1207,52533,65
787,三好 十郎,Juro Miyoshi,1947,廃墟（一幕）,http://www.aozora.gr.jp/cards/001311/files/49718_34062.html,1205,49584,27
788,三好 十郎,Juro Miyoshi,1952,冒した者,http://www.aozora.gr.jp/cards/001311/files/49763_34950.html,1201,57712,25
789,芥川 竜之介,Ryunosuke Akutagawa,1917,偸盗,http://www.aozora.gr.jp/cards/000879/files/31_15217.html,1199,57127,36
790,近松 秋江,Shuko Chikamatsu,1970,うつり香,http://www.aozora.gr.jp/cards/000275/files/1675_21586.html,1189,51284,34
791,三木 清,Kiyoshi Miki,1938,人生論ノート,http://www.aozora.gr.jp/cards/000218/files/46845_29569.html,1187,51710,35
792,神西 清,Kiyoshi Jinzai,1949,死児変相,http://www.aozora.gr.jp/cards/001157/files/47224_29363.html,1186,36446,44
793,岸田 国士,Kunio Kishida,1950,道遠からん　四幕,http://www.aozora.gr.jp/cards/001154/files/46994_45066.html,1184,53769,23
794,岸田 国士,Kunio Kishida,1924,演劇一般講話,http://www.aozora.gr.jp/cards/001154/files/44318_36646.html,1181,34941,53
795,片岡 義男,Yoshio Kataoka,,頬よせてホノルル,http://www.aozora.gr.jp/cards/001506/files/51737_39266.html,1177,62850,31
796,堀 辰雄,Tatsuo Hori,1936,風立ちぬ,http://www.aozora.gr.jp/cards/001030/files/4803_14204.html,1176,49860,45
797,森本 薫,Kaoru Morimoto,1946,女の一生,http://www.aozora.gr.jp/cards/000827/files/4332_21415.html,1176,61195,25
798,浜尾 四郎,Shiro Hamao,1929,彼が殺したか,http://www.aozora.gr.jp/cards/000289/files/51271_47964.html,1169,36365,40
799,海野 十三,Juza Unno,1948,超人間Ｘ号,http://www.aozora.gr.jp/cards/000160/files/2719_45576.html,1167,84150,31
800,ルブラン モーリス,Maurice Leblanc,1928,奇巌城,http://www.aozora.gr.jp/cards/001121/files/46187_23055.html,1166,53629,26
801,堀 辰雄,Tatsuo Hori,1933,美しい村,http://www.aozora.gr.jp/cards/001030/files/4812_14384.html,1164,54919,58
802,近松 秋江,Shuko Chikamatsu,1970,狂乱,http://www.aozora.gr.jp/cards/000275/files/1677_21588.html,1161,40848,56
803,チェーホフ アントン,Anton Chekhov,1967,ワーニャ伯父さん,http://www.aozora.gr.jp/cards/001155/files/51862_41345.html,1160,59502,27
804,近松 秋江,Shuko Chikamatsu,1970,霜凍る宵,http://www.aozora.gr.jp/cards/000275/files/1678_21605.html,1155,45264,51
805,戸坂 潤,Jun Tosaka,1966,道徳の観念,http://www.aozora.gr.jp/cards/000281/files/1711.html,1154,50906,59
806,チェーホフ アントン,Anton Chekhov,1967,桜の園,http://www.aozora.gr.jp/cards/001155/files/43598_38389.html,1152,64440,25
807,島崎 藤村,Toson Shimazaki,1920,ふるさと,http://www.aozora.gr.jp/cards/000158/files/4709_14364.html,1148,211942,35
