Index,Author Name,Romanized Name,Year,Title,Work Link,Kanji Count,Total Characters,Characters Per Sentence
403,岡本 綺堂,Kido Okamoto,1920,小坂部姫,http://www.aozora.gr.jp/cards/000082/files/48035_45854.html,1787,86487,34
404,岩野 泡鳴,Homei Iwano,1911,泡鳴五部作,http://www.aozora.gr.jp/cards/000137/files/1206_58821.html,1786,86682,41
405,宮本 百合子,Yuriko Miyamoto,1920,渋谷家の始祖,http://www.aozora.gr.jp/cards/000311/files/2016_5893.html,1786,47075,47
406,谷崎 潤一郎,Jun'ichiro Tanizaki,1933,春琴抄,http://www.aozora.gr.jp/cards/001383/files/56866_58169.html,1783,74205,152
407,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4504_7079.html,1783,96393,48
408,梅崎 春生,Haruo Umezaki,1963,狂い凧,http://www.aozora.gr.jp/cards/001798/files/56775_58206.html,1783,84906,23
409,石川 三四郎,Sanshiro Ishikawa,1948,浪,http://www.aozora.gr.jp/cards/001170/files/46172_25647.html,1783,43795,44
410,泉 鏡花,Kyoka Izumi,1942,卵塔場の天女,http://www.aozora.gr.jp/cards/000050/files/48415_42913.html,1779,72089,31
411,泉 鏡花,Kyoka Izumi,1937,雪柳,http://www.aozora.gr.jp/cards/000050/files/48414_48537.html,1779,64200,33
412,岸田 国士,Kunio Kishida,1950,光は影を,http://www.aozora.gr.jp/cards/001154/files/43859_49635.html,1778,108148,32
413,坂口 安吾,Ango Sakaguchi,1931,竹藪の家,http://www.aozora.gr.jp/cards/001095/files/45799_39317.html,1776,58494,39
414,高浜 虚子,Kyoshi Takahama,1917,漱石氏と私,http://www.aozora.gr.jp/cards/001310/files/47741_37678.html,1776,63662,33
415,岩野 泡鳴,Homei Iwano,1910,泡鳴五部作,http://www.aozora.gr.jp/cards/000137/files/51867_60142.html,1776,89841,41
416,林 不忘,Fubo Hayashi,1970,つづれ烏羽玉,http://www.aozora.gr.jp/cards/000290/files/46229_34397.html,1774,109981,30
417,喜田 貞吉,Sadakichi Kita,1920,俗法師考,http://www.aozora.gr.jp/cards/001344/files/54856_49955.html,1773,76370,53
418,高見 順,Jun Takami,1939,如何なる星の下に,http://www.aozora.gr.jp/cards/001823/files/57023_59554.html,1772,107679,40
419,夢野 久作,Kyusaku Yumeno,1935,爆弾太平記,http://www.aozora.gr.jp/cards/000096/files/2102_14036.html,1771,55425,32
420,丘 丘十郎,Kyujuro Oka,1945,地球発狂事件,http://www.aozora.gr.jp/cards/000160/files/875_42450.html,1767,73321,32
421,橘 外男,Sotoo Tachibana,1954,グリュックスブルグ王室異聞,http://www.aozora.gr.jp/cards/001397/files/51249_62850.html,1767,75262,35
422,江戸川 乱歩,Ranpo Edogawa,1926,パノラマ島綺譚,http://www.aozora.gr.jp/cards/001779/files/56651_58766.html,1761,79491,55
423,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4505_7601.html,1758,82228,50
424,中里 介山,Kaizan Nakazato,1996,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/2934_6798.html,1758,92913,50
425,北原 白秋,Hakushu Kitahara,1913,桐の花,http://www.aozora.gr.jp/cards/000106/files/56857_54427.html,1757,74974,47
426,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4501_6791.html,1754,93847,41
427,橘 外男,Sotoo Tachibana,1938,ナリン殿下への回想,http://www.aozora.gr.jp/cards/001397/files/51250_61981.html,1751,65396,52
428,坂口 安吾,Ango Sakaguchi,1950,街はふるさと,http://www.aozora.gr.jp/cards/001095/files/43192_21924.html,1751,139786,25
429,井上 円了,Enryo Inoue,1914,おばけの正体,http://www.aozora.gr.jp/cards/001021/files/49355_58901.html,1750,70121,60
430,森 鴎外,Ogai Mori,1909,ヰタ・セクスアリス,http://www.aozora.gr.jp/cards/000129/files/695_22806.html,1749,59691,26
431,夢野 久作,Kyusaku Yumeno,1992,鼻の表現,http://www.aozora.gr.jp/cards/000096/files/2145_16835.html,1748,64451,47
432,三遊亭 円朝,Encho San'yutei,1926,松の操美人の生埋,http://www.aozora.gr.jp/cards/000989/files/4489_42682.html,1748,144809,82
433,吉川 英治,Eiji Yoshikawa,1990,随筆　私本太平記,http://www.aozora.gr.jp/cards/001562/files/52435_49774.html,1747,54143,38
434,坂口 安吾,Ango Sakaguchi,1947,不連続殺人事件,http://www.aozora.gr.jp/cards/001095/files/42626_60035.html,1746,125983,34
435,岩野 泡鳴,Homei Iwano,1911,泡鳴五部作,http://www.aozora.gr.jp/cards/000137/files/51868_60236.html,1744,70224,41
436,ロラン ロマン,Romain Rolland,1986,ジャン・クリストフ,http://www.aozora.gr.jp/cards/001093/files/42590_29596.html,1743,95719,29
437,坂口 安吾,Ango Sakaguchi,1953,明日は天気になれ,http://www.aozora.gr.jp/cards/001095/files/45935_50960.html,1739,86718,41
438,夏目 漱石,Soseki Natsume,1906,坊っちゃん,http://www.aozora.gr.jp/cards/000148/files/752_14964.html,1739,121382,33
439,宮本 百合子,Yuriko Miyamoto,1979,日記,http://www.aozora.gr.jp/cards/000311/files/46241_51491.html,1738,87831,32
440,坂口 安吾,Ango Sakaguchi,1947,二流の人,http://www.aozora.gr.jp/cards/001095/files/42919_25723.html,1738,42270,42
441,林 不忘,Fubo Hayashi,1970,煩悩秘文書,http://www.aozora.gr.jp/cards/000290/files/1803_31624.html,1736,77231,34
442,ドイル アーサー・コナン,Arthur Conan Doyle,,緋のエチュード,http://www.aozora.gr.jp/cards/000009/files/55881_50044.html,1734,68687,29
443,夢野 久作,Kyusaku Yumeno,1991,超人鬚野博士,http://www.aozora.gr.jp/cards/000096/files/2099_22206.html,1733,61653,31
444,国枝 史郎,Shiro Kunieda,1936,仇討姉妹笠,http://www.aozora.gr.jp/cards/000255/files/43768_18607.html,1733,74139,31
445,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4502_6794.html,1733,76556,50
446,国枝 史郎,Shiro Kunieda,1928,生死卍巴,http://www.aozora.gr.jp/cards/000255/files/43567_17529.html,1733,83233,32
447,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4503_6797.html,1729,89745,45
448,北原 白秋,Hakushu Kitahara,1934,白南風,http://www.aozora.gr.jp/cards/000106/files/52391_55378.html,1729,106573,32
449,大杉 栄,Sakae Osugi,1964,自叙伝,http://www.aozora.gr.jp/cards/000169/files/1273.html,1727,79601,34
450,北原 白秋,Hakushu Kitahara,1934,白南風,http://www.aozora.gr.jp/cards/000106/files/56910_55379.html,1725,104601,32
451,松永 延造,Enzo Matsunaga,1968,職工と微笑,http://www.aozora.gr.jp/cards/000104/files/541_22553.html,1724,51435,27
452,織田 作之助,Sakunosuke Oda,1956,わが町,http://www.aozora.gr.jp/cards/000040/files/1326.html,1724,67228,36
453,加能 作次郎,Sakujiro Kano,1955,世の中へ,http://www.aozora.gr.jp/cards/000247/files/45646_48982.html,1723,53708,33
454,岩野 泡鳴,Homei Iwano,1955,泡鳴五部作,http://www.aozora.gr.jp/cards/000137/files/51869_60514.html,1718,80262,38
455,ロラン ロマン,Romain Rolland,1986,ジャン・クリストフ,http://www.aozora.gr.jp/cards/001093/files/42595_29602.html,1717,81633,34
456,高浜 虚子,Kyoshi Takahama,1911,子規居士と余,http://www.aozora.gr.jp/cards/001310/files/47740_37658.html,1715,48464,38
457,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/1727_6789.html,1715,86108,39
458,宮沢 賢治,Kenji Miyazawa,1986,春と修羅　第二集,http://www.aozora.gr.jp/cards/000081/files/47027_37961.html,1714,49236,12
459,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4509_14287.html,1710,68542,62
460,三遊亭 円朝,Encho San'yutei,1927,後の業平文治,http://www.aozora.gr.jp/cards/000989/files/42687_14323.html,1709,80767,64
461,岡本 かの子,Kanoko Okamoto,1940,富士,http://www.aozora.gr.jp/cards/000076/files/440_14483.html,1708,40653,36
462,宮本 百合子,Yuriko Miyamoto,1980,日記,http://www.aozora.gr.jp/cards/000311/files/46247_58081.html,1707,67826,28
463,河上 肇,Hajime Kawakami,1947,貧乏物語,http://www.aozora.gr.jp/cards/000250/files/18353_30892.html,1706,91890,71
464,ロラン ロマン,Romain Rolland,1986,ジャン・クリストフ,http://www.aozora.gr.jp/cards/001093/files/42591_29597.html,1706,91980,30
465,海野 十三,Juza Unno,1938,浮かぶ飛行島,http://www.aozora.gr.jp/cards/000160/files/3527_18466.html,1701,94984,29
466,永井 隆,Takashi Nagai,1949,長崎の鐘,http://www.aozora.gr.jp/cards/000924/files/50659_42787.html,1700,48173,32
467,高神 覚昇,Kakusho Takagami,1952,般若心経講義,http://www.aozora.gr.jp/cards/000269/files/1543_24303.html,1699,124273,38
468,坂口 安吾,Ango Sakaguchi,1940,イノチガケ,http://www.aozora.gr.jp/cards/001095/files/45855_40580.html,1698,37034,58
469,小栗 虫太郎,Mushitaro Oguri,1976,白蟻,http://www.aozora.gr.jp/cards/000125/files/666_47253.html,1698,55900,57
470,牧野 富太郎,Tomitaro Makino,1956,牧野富太郎自叙伝,http://www.aozora.gr.jp/cards/001266/files/55789_52788.html,1697,49062,48
471,中里 介山,Kaizan Nakazato,1972,百姓弥之助の話,http://www.aozora.gr.jp/cards/000283/files/4604_17419.html,1696,44845,86
472,原口 統三,Tozo Haraguchi,1952,二十歳のエチュード,http://www.aozora.gr.jp/cards/000740/files/49078_40582.html,1694,67275,27
473,夏目 漱石,Soseki Natsume,1909,永日小品,http://www.aozora.gr.jp/cards/000148/files/758_14936.html,1693,77027,30
474,森 鴎外,Ogai Mori,2000,大塩平八郎,http://www.aozora.gr.jp/cards/000129/files/2298_16910.html,1693,83243,33
475,古川 緑波,Roppa Furukawa,2007,古川ロッパ昭和日記,http://www.aozora.gr.jp/cards/001558/files/52692_50602.html,1693,91347,26
476,太宰 治,Osamu Dazai,1973,正義と微笑,http://www.aozora.gr.jp/cards/000035/files/1577_8581.html,1690,99917,23
477,宮本 百合子,Yuriko Miyamoto,1946,私たちの建設,http://www.aozora.gr.jp/cards/000311/files/3254_10898.html,1689,38490,51
478,石原 莞爾,Kanji Ishiwara,1986,戦争史大観,http://www.aozora.gr.jp/cards/000230/files/55635_49037.html,1688,76815,50
479,榊 亮三郎,Ryozaburo Sakaki,1913,大師の時代,http://www.aozora.gr.jp/cards/001096/files/42686_30448.html,1688,36971,1261
480,海野 十三,Juza Unno,1936,地球盗難,http://www.aozora.gr.jp/cards/000160/files/1258_40525.html,1688,78555,31
481,倉田 百三,Hyakuzo Kurata,1938,青春の息の痕,http://www.aozora.gr.jp/cards/000256/files/49443_32395.html,1685,94853,36
482,種田 山頭火,Santoka Taneda,1987,其中日記,http://www.aozora.gr.jp/cards/000146/files/49148_36738.html,1685,81898,33
483,岸田 国士,Kunio Kishida,1947,日本人とは？,http://www.aozora.gr.jp/cards/001154/files/44732_39410.html,1685,71243,55
484,古川 緑波,Roppa Furukawa,2007,古川ロッパ昭和日記,http://www.aozora.gr.jp/cards/001558/files/52693_51575.html,1682,91569,26
485,吉川 英治,Eiji Yoshikawa,1938,山浦清麿,http://www.aozora.gr.jp/cards/001562/files/56053_53030.html,1682,61531,26
486,宮本 百合子,Yuriko Miyamoto,1917,日は輝けり,http://www.aozora.gr.jp/cards/000311/files/2026_34609.html,1681,58903,38
487,徳田 秋声,Shusei Tokuda,1967,爛,http://www.aozora.gr.jp/cards/000023/files/1703_10320.html,1680,81159,34
488,マルサス トマス・ロバート,Thomas Robert Malthus,1949,人口論,http://www.aozora.gr.jp/cards/001149/files/46188_39405.html,1678,186216,73
489,夢野 久作,Kyusaku Yumeno,1992,山羊髯編輯長,http://www.aozora.gr.jp/cards/000096/files/1115.html,1677,36962,34
490,富田 倫生,Michio Tomita,1997,本の未来,http://www.aozora.gr.jp/cards/000055/files/56499_51225.html,1672,109769,48
491,久生 十蘭,Juran Hisao,1954,あなたも私も,http://www.aozora.gr.jp/cards/001224/files/46146_37004.html,1670,105698,32
492,種田 山頭火,Santoka Taneda,1986,行乞記,http://www.aozora.gr.jp/cards/000146/files/45389_30584.html,1668,48289,51
493,戸坂 潤,Jun Tosaka,1936,思想としての文学,http://www.aozora.gr.jp/cards/000281/files/3600_48333.html,1667,156947,60
494,小出 楢重,Narashige Koide,1981,大切な雰囲気,http://www.aozora.gr.jp/cards/000259/files/3555_8138.html,1665,59081,38
495,浜尾 四郎,Shiro Hamao,1931,殺人鬼,http://www.aozora.gr.jp/cards/000289/files/1799_19399.html,1665,199691,32
496,中里 介山,Kaizan Nakazato,1913,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/1726_14905.html,1663,77775,46
497,古川 緑波,Roppa Furukawa,2007,古川ロッパ昭和日記,http://www.aozora.gr.jp/cards/001558/files/52690_47984.html,1663,94248,28
498,吉川 英治,Eiji Yoshikawa,1989,鳴門秘帖,http://www.aozora.gr.jp/cards/001562/files/52407_50145.html,1659,78686,32
499,森 鴎外,Ogai Mori,1971,寿阿弥の手紙,http://www.aozora.gr.jp/cards/000129/files/42352_17662.html,1659,57754,35
500,吉川 英治,Eiji Yoshikawa,1989,鳴門秘帖,http://www.aozora.gr.jp/cards/001562/files/52405_50160.html,1659,71063,39
501,三遊亭 円朝,Encho San'yutei,1927,名人長二,http://www.aozora.gr.jp/cards/000989/files/1489_4810.html,1656,100424,81
502,林 芙美子,Fumiko Hayashi,1928,放浪記（初出）,http://www.aozora.gr.jp/cards/000291/files/45649_26591.html,1656,86827,29
503,福沢 諭吉,Yukichi Fukuzawa,1872,学問のすすめ,http://www.aozora.gr.jp/cards/000296/files/47061_29420.html,1655,82618,55
504,ラヴクラフト ハワード・フィリップス,Howard Phillips Lovecraft,,時間からの影,http://www.aozora.gr.jp/cards/001699/files/57342_57668.html,1653,50392,52
505,吉川 英治,Eiji Yoshikawa,1989,鳴門秘帖,http://www.aozora.gr.jp/cards/001562/files/52408_50381.html,1650,70680,32
506,柳田 国男,Kunio Yanagita,1929,日本の伝説,http://www.aozora.gr.jp/cards/001566/files/53810_50599.html,1649,108363,50
507,太宰 治,Osamu Dazai,1936,虚構の春,http://www.aozora.gr.jp/cards/000035/files/289_19975.html,1648,48383,33
508,田山 花袋,Katai Tayama,1974,道綱の母,http://www.aozora.gr.jp/cards/000214/files/1670_9712.html,1648,76577,34
509,ルブラン モーリス,Maurice Leblanc,1921,水晶の栓,http://www.aozora.gr.jp/cards/001121/files/47067_39017.html,1647,61348,29
510,井上 円了,Enryo Inoue,1904,西航日録,http://www.aozora.gr.jp/cards/001021/files/50118_41519.html,1647,37060,34
511,岡倉 天心,Tenshin Okakura,1929,茶の本,http://www.aozora.gr.jp/cards/000238/files/1276_31472.html,1646,47703,38
512,下村 湖人,Kojin Shimomura,1987,次郎物語,http://www.aozora.gr.jp/cards/001097/files/43792_21948.html,1643,193016,38
513,有島 武郎,Takeo Arishima,1920,惜みなく愛は奪う,http://www.aozora.gr.jp/cards/000025/files/1144_11850.html,1643,77479,34
514,ゴーゴリ ニコライ,Nikolai Gogol,1937,ディカーニカ近郷夜話　後篇,http://www.aozora.gr.jp/cards/000207/files/47130_35884.html,1643,42499,32
515,谷崎 潤一郎,Jun'ichiro Tanizaki,1956,鍵,http://www.aozora.gr.jp/cards/001383/files/56846_58899.html,1641,94458,46
516,坂口 安吾,Ango Sakaguchi,1936,狼園,http://www.aozora.gr.jp/cards/001095/files/42977_21010.html,1641,43867,36
517,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4320_14284.html,1641,68323,54
518,夢野 久作,Kyusaku Yumeno,1935,二重心臓,http://www.aozora.gr.jp/cards/000096/files/2117_49090.html,1641,62117,33
519,戸坂 潤,Jun Tosaka,1967,読書法,http://www.aozora.gr.jp/cards/000281/files/1712_25724.html,1641,95113,51
520,豊島 与志雄,Yoshio Toyoshima,1948,自由人,http://www.aozora.gr.jp/cards/000906/files/42744_39672.html,1638,50335,25
521,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/1728_6793.html,1637,82139,44
522,岩野 泡鳴,Homei Iwano,1965,神秘的半獣主義,http://www.aozora.gr.jp/cards/000137/files/733.html,1634,50252,65
523,小出 楢重,Narashige Koide,1981,楢重雑筆,http://www.aozora.gr.jp/cards/000259/files/3552_8139.html,1634,68409,61
524,火野 葦平,Ashihei Hino,1958,糞尿譚,http://www.aozora.gr.jp/cards/001488/files/51168_53838.html,1633,46686,77
525,泉 鏡花,Kyoka Izumi,1893,活人形,http://www.aozora.gr.jp/cards/000050/files/50102_52784.html,1631,70937,34
526,中里 介山,Kaizan Nakazato,1976,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/4508_14285.html,1629,55868,53
527,チェーホフ アントン,Anton Chekhov,1906,六号室,http://www.aozora.gr.jp/cards/001155/files/45667_24281.html,1629,247971,40
528,佐々木 喜善,Kizen Sasaki,1926,東奥異聞,http://www.aozora.gr.jp/cards/000263/files/53817_53604.html,1628,52303,55
529,夏目 漱石,Soseki Natsume,1915,硝子戸の中,http://www.aozora.gr.jp/cards/000148/files/760_14940.html,1627,72670,38
530,マン パウル・トーマス,Paul Thomas Mann,1952,トニオ・クレエゲル,http://www.aozora.gr.jp/cards/001758/files/55937_58904.html,1625,51687,38
531,正岡 子規,Shiki Masaoka,1895,俳諧大要,http://www.aozora.gr.jp/cards/000305/files/57350_60028.html,1623,70296,35
532,太宰 治,Osamu Dazai,1945,お伽草紙,http://www.aozora.gr.jp/cards/000035/files/52380_44331.html,1622,52643,30
533,高浜 虚子,Kyoshi Takahama,1955,俳句への道,http://www.aozora.gr.jp/cards/001310/files/55609_53062.html,1620,77481,37
534,中里 介山,Kaizan Nakazato,1971,法然行伝,http://www.aozora.gr.jp/cards/000283/files/50567_38528.html,1620,68571,40
535,竹久 夢二,Yumeji Takehisa,1976,砂がき,http://www.aozora.gr.jp/cards/000212/files/1558_8296.html,1617,33963,43
536,中里 介山,Kaizan Nakazato,1914,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/3227_15104.html,1617,64403,37
537,ゴーゴリ ニコライ,Nikolai Gogol,1937,ディカーニカ近郷夜話　後篇,http://www.aozora.gr.jp/cards/000207/files/47129_35883.html,1616,53104,35
538,田山 花袋,Katai Tayama,1978,重右衛門の最後,http://www.aozora.gr.jp/cards/000214/files/4712_16389.html,1615,62668,51
539,太宰 治,Osamu Dazai,1945,お伽草紙,http://www.aozora.gr.jp/cards/000035/files/307_14909.html,1615,51723,31
540,萩原 朔太郎,Sakutaro Hagiwara,1954,詩の原理,http://www.aozora.gr.jp/cards/000067/files/2843_26253.html,1613,138069,47
541,国枝 史郎,Shiro Kunieda,1925,大鵬のゆくえ,http://www.aozora.gr.jp/cards/000255/files/43659_17897.html,1612,49269,25
542,柳田 国男,Kunio Yanagita,1936,野草雑記・野鳥雑記,http://www.aozora.gr.jp/cards/001566/files/52945_50715.html,1610,67176,52
543,三好 十郎,Juro Miyoshi,1988,天狗外伝　斬られの仙太,http://www.aozora.gr.jp/cards/001311/files/47647_40762.html,1609,130531,25
544,三好 十郎,Juro Miyoshi,1934,斬られの仙太,http://www.aozora.gr.jp/cards/001311/files/50186_36140.html,1608,94678,25
545,織田 作之助,Sakunosuke Oda,1976,土曜夫人,http://www.aozora.gr.jp/cards/000040/files/337_19631.html,1608,83250,32
546,古川 緑波,Roppa Furukawa,2007,古川ロッパ昭和日記,http://www.aozora.gr.jp/cards/001558/files/52691_53351.html,1606,91779,25
547,三遊亭 円朝,Encho San'yutei,1927,根岸お行の松　因果塚の由来,http://www.aozora.gr.jp/cards/000989/files/349.html,1604,56230,84
548,稗田 阿礼,are hieda,1956,古事記,http://www.aozora.gr.jp/cards/001518/files/51732_44768.html,1601,119941,44
549,井上 円了,Enryo Inoue,1899,通俗講義　霊魂不滅論,http://www.aozora.gr.jp/cards/001021/files/49370_61576.html,1600,89672,51
550,ユゴー ヴィクトル,Victor Hugo,1950,死刑囚最後の日,http://www.aozora.gr.jp/cards/001094/files/42610_31517.html,1600,62727,30
551,吉川 英治,Eiji Yoshikawa,1940,剣の四君子,http://www.aozora.gr.jp/cards/001562/files/56054_54216.html,1597,55131,29
552,三好 十郎,Juro Miyoshi,1949,肌の匂い,http://www.aozora.gr.jp/cards/001311/files/49747_35250.html,1597,133215,33
553,小林 多喜二,Takiji Kobayashi,1929,不在地主,http://www.aozora.gr.jp/cards/000156/files/49181_34750.html,1596,58117,26
554,喜田 貞吉,Sadakichi Kita,1928,賤民概説,http://www.aozora.gr.jp/cards/001344/files/54855_49946.html,1595,51228,56
555,下村 湖人,Kojin Shimomura,1965,次郎物語,http://www.aozora.gr.jp/cards/001097/files/43790_21400.html,1595,89171,35
556,チェーホフ アントン,Anton Chekhov,1906,六号室,http://www.aozora.gr.jp/cards/001155/files/50220_42105.html,1594,221536,40
557,国枝 史郎,Shiro Kunieda,1925,大捕物仙人壺,http://www.aozora.gr.jp/cards/000255/files/43721_17896.html,1593,51014,23
558,戸坂 潤,Jun Tosaka,1933,現代哲学講話,http://www.aozora.gr.jp/cards/000281/files/3597_41604.html,1589,212587,57
559,海野 十三,Juza Unno,1934,恐怖の口笛,http://www.aozora.gr.jp/cards/000160/files/1251_16655.html,1587,73391,30
560,久生 十蘭,Juran Hisao,1939,墓地展望亭,http://www.aozora.gr.jp/cards/001224/files/46145_37005.html,1587,38456,30
561,岩野 泡鳴,Homei Iwano,1914,泡鳴五部作,http://www.aozora.gr.jp/cards/000137/files/51870_60037.html,1586,68869,40
562,豊島 与志雄,Yoshio Toyoshima,1923,野ざらし,http://www.aozora.gr.jp/cards/000906/files/42415_22916.html,1585,62899,30
563,谷崎 潤一郎,Jun'ichiro Tanizaki,1928,卍,http://www.aozora.gr.jp/cards/001383/files/56873_62035.html,1584,134215,71
564,下村 湖人,Kojin Shimomura,1965,次郎物語,http://www.aozora.gr.jp/cards/001097/files/43791_21660.html,1580,134082,33
565,カフカ フランツ,Franz Kafka,1971,審判,http://www.aozora.gr.jp/cards/001235/files/49863_41911.html,1579,171744,44
566,高浜 虚子,Kyoshi Takahama,1909,続俳諧師,http://www.aozora.gr.jp/cards/001310/files/51369_58828.html,1574,44256,35
567,北 一輝,Ikki Kita,1923,日本改造法案大綱,http://www.aozora.gr.jp/cards/000089/files/52931_49104.html,1574,33479,44
568,神西 清,Kiyoshi Jinzai,1951,少年,http://www.aozora.gr.jp/cards/001157/files/49844_47017.html,1574,33370,36
569,久坂 葉子,Yoko Kusaka,1978,灰色の記憶,http://www.aozora.gr.jp/cards/001052/files/4968_18643.html,1574,46270,31
570,和辻 哲郎,Tetsuro Watsuji,1962,孔子,http://www.aozora.gr.jp/cards/001395/files/49890_48110.html,1573,79604,42
571,泉 鏡花,Kyoka Izumi,1941,沼夫人,http://www.aozora.gr.jp/cards/000050/files/4742_42546.html,1573,73819,36
572,小熊 秀雄,Hideo Oguma,1990,小熊秀雄全集-07,http://www.aozora.gr.jp/cards/000124/files/662.html,1573,36252,24
573,キングスフォード アンナ,Anna Kingsford,,夢日記,http://www.aozora.gr.jp/cards/001882/files/58275_62238.html,1572,37386,34
574,古川 緑波,Roppa Furukawa,2007,古川ロッパ昭和日記,http://www.aozora.gr.jp/cards/001558/files/52689_46623.html,1567,87871,29
575,小出 楢重,Narashige Koide,1981,油絵新技法,http://www.aozora.gr.jp/cards/000259/files/3554_8137.html,1566,61174,50
576,柳田 国男,Kunio Yanagita,1945,母の手毬歌,http://www.aozora.gr.jp/cards/001566/files/53813_50717.html,1565,118582,69
577,北原 白秋,Hakushu Kitahara,1921,雀の卵,http://www.aozora.gr.jp/cards/000106/files/52390_54774.html,1563,74017,31
578,邦枝 完二,Kanji Kunieda,1955,おせん,http://www.aozora.gr.jp/cards/001261/files/46687_26607.html,1561,287646,35
579,国枝 史郎,Shiro Kunieda,1925,加利福尼亜の宝島,http://www.aozora.gr.jp/cards/000255/files/43622_18058.html,1561,51776,24
580,太宰 治,Osamu Dazai,1948,人間失格,http://www.aozora.gr.jp/cards/000035/files/301_14912.html,1561,59825,53
581,永井 隆,Takashi Nagai,1959,ロザリオの鎖,http://www.aozora.gr.jp/cards/000924/files/54870_48035.html,1559,79611,34
582,中里 介山,Kaizan Nakazato,1917,大菩薩峠,http://www.aozora.gr.jp/cards/000283/files/3333_15108.html,1557,71497,43
583,折口 信夫,Shinobu Orikuchi,1927,国文学の発生（第四稿）,http://www.aozora.gr.jp/cards/000933/files/47023_39098.html,1556,59273,42
584,太宰 治,Osamu Dazai,1945,パンドラの匣,http://www.aozora.gr.jp/cards/000035/files/1566_8578.html,1551,81306,30
585,スウィフト ジョナサン,Jonathan Swift,1995,ガリバー旅行記,http://www.aozora.gr.jp/cards/000912/files/4673_9768.html,1551,89070,37
586,宮本 百合子,Yuriko Miyamoto,1949,今日の日本の文化問題,http://www.aozora.gr.jp/cards/000311/files/3466_12372.html,1550,57395,47
587,ホーソーン ナサニエル,Nathaniel Hawthorne,1937,ワンダ・ブック――少年・少女のために――,http://www.aozora.gr.jp/cards/000905/files/18330_14267.html,1549,116552,47
588,下村 湖人,Kojin Shimomura,1955,青年の思索のために,http://www.aozora.gr.jp/cards/001097/files/49825_57788.html,1548,83487,44
589,牧野 信一,Shin'ichi Makino,1931,南風譜,http://www.aozora.gr.jp/cards/000183/files/45356_37933.html,1546,40278,37
590,田山 花袋,Katai Tayama,1952,蒲団,http://www.aozora.gr.jp/cards/000214/files/1669_8259.html,1544,56374,33
591,島崎 藤村,Toson Shimazaki,1927,山陰土産,http://www.aozora.gr.jp/cards/000158/files/4710_19618.html,1539,42466,38
592,モーゼス ウィリアム・ステイントン,William Stainton Moses,1937,霊訓,http://www.aozora.gr.jp/cards/001035/files/4826_31482.html,1538,51417,41
593,森 鴎外,Ogai Mori,1891,柵草紙の山房論文,http://www.aozora.gr.jp/cards/000129/files/2080_48306.html,1534,65531,38
594,海野 十三,Juza Unno,1939,火星兵団,http://www.aozora.gr.jp/cards/000160/files/3368_25725.html,1532,233700,28
595,宮本 百合子,Yuriko Miyamoto,1979,日記,http://www.aozora.gr.jp/cards/000311/files/46240_52750.html,1530,56392,32
596,芥川 竜之介,Ryunosuke Akutagawa,1919,路上,http://www.aozora.gr.jp/cards/000879/files/132_15264.html,1529,57973,33
597,寺田 寅彦,Torahiko Terada,1935,自由画稿,http://www.aozora.gr.jp/cards/000042/files/2504_9355.html,1527,40958,58
598,宮本 百合子,Yuriko Miyamoto,1916,貧しき人々の群,http://www.aozora.gr.jp/cards/000311/files/2025_5834.html,1520,42264,40
599,宮本 百合子,Yuriko Miyamoto,1980,獄中への手紙,http://www.aozora.gr.jp/cards/000311/files/33191_16760.html,1519,50333,41
600,下村 湖人,Kojin Shimomura,1965,次郎物語,http://www.aozora.gr.jp/cards/001097/files/43789_21004.html,1518,114254,30
601,夢野 久作,Kyusaku Yumeno,1922,白髪小僧,http://www.aozora.gr.jp/cards/000096/files/936_21787.html,1516,112567,40
602,中谷 宇吉郎,Ukichiro Nakaya,1938,雪,http://www.aozora.gr.jp/cards/001569/files/52468_49669.html,1516,71387,54
603,宮本 百合子,Yuriko Miyamoto,1979,日記,http://www.aozora.gr.jp/cards/000311/files/46236_49328.html,1516,76062,27
604,加藤 文太郎,Buntaro Kato,1970,単独行,http://www.aozora.gr.jp/cards/000245/files/1330_21437.html,1515,86612,40
605,種田 山頭火,Santoka Taneda,1987,其中日記,http://www.aozora.gr.jp/cards/000146/files/49258_36739.html,1514,61662,29
